"TOA5","24170","CR300","24170","CR300.Std.10.02","CPU:HIDRO_DIVOBRAS_V6.CR300","36164","DIVOBRAS_5"
"TIMESTAMP","RECORD","Chuva_Tot","Nivel","Nivel_Max","Nivel_TMx","Nivel_Min","Nivel_TMn"
"TS","RN","mm","Metros","Metros","","Metros",""
"","","Tot","Smp","Max","TMx","Min","TMn"
"2026-07-05 18:45:00",530464,0,"NAN","NAN","2026-07-05 18:45:00","NAN","2026-07-05 18:45:00"
"2026-07-05 18:50:00",530465,0,"NAN","NAN","2026-07-05 18:50:00","NAN","2026-07-05 18:50:00"
"2026-07-05 18:55:00",530466,0,"NAN","NAN","2026-07-05 18:55:00","NAN","2026-07-05 18:55:00"
"2026-07-05 19:00:00",530467,0,"NAN","NAN","2026-07-05 19:00:00","NAN","2026-07-05 19:00:00"
"2026-07-05 19:05:00",530468,0,"NAN","NAN","2026-07-05 19:05:00","NAN","2026-07-05 19:05:00"
"2026-07-05 19:10:00",530469,0,"NAN","NAN","2026-07-05 19:10:00","NAN","2026-07-05 19:10:00"
"2026-07-05 19:15:00",530470,0,"NAN","NAN","2026-07-05 19:15:00","NAN","2026-07-05 19:15:00"
"2026-07-05 19:20:00",530471,0,"NAN","NAN","2026-07-05 19:20:00","NAN","2026-07-05 19:20:00"
"2026-07-05 19:25:00",530472,0,"NAN","NAN","2026-07-05 19:25:00","NAN","2026-07-05 19:25:00"
"2026-07-05 19:30:00",530473,0,"NAN","NAN","2026-07-05 19:30:00","NAN","2026-07-05 19:30:00"
"2026-07-05 19:35:00",530474,0,"NAN","NAN","2026-07-05 19:35:00","NAN","2026-07-05 19:35:00"
"2026-07-05 19:40:00",530475,0,"NAN","NAN","2026-07-05 19:40:00","NAN","2026-07-05 19:40:00"
"2026-07-05 19:45:00",530476,0,"NAN","NAN","2026-07-05 19:45:00","NAN","2026-07-05 19:45:00"
"2026-07-05 19:50:00",530477,0,"NAN","NAN","2026-07-05 19:50:00","NAN","2026-07-05 19:50:00"
"2026-07-05 19:55:00",530478,0,"NAN","NAN","2026-07-05 19:55:00","NAN","2026-07-05 19:55:00"
"2026-07-05 20:00:00",530479,0,"NAN","NAN","2026-07-05 20:00:00","NAN","2026-07-05 20:00:00"
"2026-07-05 20:05:00",530480,0,"NAN","NAN","2026-07-05 20:05:00","NAN","2026-07-05 20:05:00"
"2026-07-05 20:10:00",530481,0,"NAN","NAN","2026-07-05 20:10:00","NAN","2026-07-05 20:10:00"
"2026-07-05 20:15:00",530482,0,"NAN","NAN","2026-07-05 20:15:00","NAN","2026-07-05 20:15:00"
"2026-07-05 20:20:00",530483,0,"NAN","NAN","2026-07-05 20:20:00","NAN","2026-07-05 20:20:00"
"2026-07-05 20:25:00",530484,0,"NAN","NAN","2026-07-05 20:25:00","NAN","2026-07-05 20:25:00"
"2026-07-05 20:30:00",530485,0,"NAN","NAN","2026-07-05 20:30:00","NAN","2026-07-05 20:30:00"
"2026-07-05 20:35:00",530486,0,"NAN","NAN","2026-07-05 20:35:00","NAN","2026-07-05 20:35:00"
"2026-07-05 20:40:00",530487,0,"NAN","NAN","2026-07-05 20:40:00","NAN","2026-07-05 20:40:00"
"2026-07-05 20:45:00",530488,0,"NAN","NAN","2026-07-05 20:45:00","NAN","2026-07-05 20:45:00"
"2026-07-05 20:50:00",530489,0,"NAN","NAN","2026-07-05 20:50:00","NAN","2026-07-05 20:50:00"
"2026-07-05 20:55:00",530490,0,"NAN","NAN","2026-07-05 20:55:00","NAN","2026-07-05 20:55:00"
"2026-07-05 21:00:00",530491,0,"NAN","NAN","2026-07-05 21:00:00","NAN","2026-07-05 21:00:00"
"2026-07-05 21:05:00",530492,0,"NAN","NAN","2026-07-05 21:05:00","NAN","2026-07-05 21:05:00"
"2026-07-05 21:10:00",530493,0,"NAN","NAN","2026-07-05 21:10:00","NAN","2026-07-05 21:10:00"
"2026-07-05 21:15:00",530494,0,"NAN","NAN","2026-07-05 21:15:00","NAN","2026-07-05 21:15:00"
"2026-07-05 21:20:00",530495,0,"NAN","NAN","2026-07-05 21:20:00","NAN","2026-07-05 21:20:00"
"2026-07-05 21:25:00",530496,0,"NAN","NAN","2026-07-05 21:25:00","NAN","2026-07-05 21:25:00"
"2026-07-05 21:30:00",530497,0,"NAN","NAN","2026-07-05 21:30:00","NAN","2026-07-05 21:30:00"
"2026-07-05 21:35:00",530498,0,"NAN","NAN","2026-07-05 21:35:00","NAN","2026-07-05 21:35:00"
"2026-07-05 21:40:00",530499,0,"NAN","NAN","2026-07-05 21:40:00","NAN","2026-07-05 21:40:00"
"2026-07-05 21:45:00",530500,0,"NAN","NAN","2026-07-05 21:45:00","NAN","2026-07-05 21:45:00"
"2026-07-05 21:50:00",530501,0,"NAN","NAN","2026-07-05 21:50:00","NAN","2026-07-05 21:50:00"
"2026-07-05 21:55:00",530502,0,"NAN","NAN","2026-07-05 21:55:00","NAN","2026-07-05 21:55:00"
"2026-07-05 22:00:00",530503,0,"NAN","NAN","2026-07-05 22:00:00","NAN","2026-07-05 22:00:00"
"2026-07-05 22:05:00",530504,0,"NAN","NAN","2026-07-05 22:05:00","NAN","2026-07-05 22:05:00"
"2026-07-05 22:10:00",530505,0,"NAN","NAN","2026-07-05 22:10:00","NAN","2026-07-05 22:10:00"
"2026-07-05 22:15:00",530506,0,"NAN","NAN","2026-07-05 22:15:00","NAN","2026-07-05 22:15:00"
"2026-07-05 22:20:00",530507,0,"NAN","NAN","2026-07-05 22:20:00","NAN","2026-07-05 22:20:00"
"2026-07-05 22:25:00",530508,0,"NAN","NAN","2026-07-05 22:25:00","NAN","2026-07-05 22:25:00"
"2026-07-05 22:30:00",530509,0,"NAN","NAN","2026-07-05 22:30:00","NAN","2026-07-05 22:30:00"
"2026-07-05 22:35:00",530510,0,"NAN","NAN","2026-07-05 22:35:00","NAN","2026-07-05 22:35:00"
"2026-07-05 22:40:00",530511,0,"NAN","NAN","2026-07-05 22:40:00","NAN","2026-07-05 22:40:00"
"2026-07-05 22:45:00",530512,0,"NAN","NAN","2026-07-05 22:45:00","NAN","2026-07-05 22:45:00"
"2026-07-05 22:50:00",530513,0,"NAN","NAN","2026-07-05 22:50:00","NAN","2026-07-05 22:50:00"
"2026-07-05 22:55:00",530514,0,"NAN","NAN","2026-07-05 22:55:00","NAN","2026-07-05 22:55:00"
"2026-07-05 23:00:00",530515,0,"NAN","NAN","2026-07-05 23:00:00","NAN","2026-07-05 23:00:00"
"2026-07-05 23:05:00",530516,0,"NAN","NAN","2026-07-05 23:05:00","NAN","2026-07-05 23:05:00"
"2026-07-05 23:10:00",530517,0,"NAN","NAN","2026-07-05 23:10:00","NAN","2026-07-05 23:10:00"
"2026-07-05 23:15:00",530518,0,"NAN","NAN","2026-07-05 23:15:00","NAN","2026-07-05 23:15:00"
"2026-07-05 23:20:00",530519,0,"NAN","NAN","2026-07-05 23:20:00","NAN","2026-07-05 23:20:00"
"2026-07-05 23:25:00",530520,0,"NAN","NAN","2026-07-05 23:25:00","NAN","2026-07-05 23:25:00"
"2026-07-05 23:30:00",530521,0,"NAN","NAN","2026-07-05 23:30:00","NAN","2026-07-05 23:30:00"
"2026-07-05 23:35:00",530522,0,"NAN","NAN","2026-07-05 23:35:00","NAN","2026-07-05 23:35:00"
"2026-07-05 23:40:00",530523,0,"NAN","NAN","2026-07-05 23:40:00","NAN","2026-07-05 23:40:00"
"2026-07-05 23:45:00",530524,0,"NAN","NAN","2026-07-05 23:45:00","NAN","2026-07-05 23:45:00"
"2026-07-05 23:50:00",530525,0,"NAN","NAN","2026-07-05 23:50:00","NAN","2026-07-05 23:50:00"
"2026-07-05 23:55:00",530526,0,"NAN","NAN","2026-07-05 23:55:00","NAN","2026-07-05 23:55:00"
"2026-07-06 00:00:00",530527,0,"NAN","NAN","2026-07-06 00:00:00","NAN","2026-07-06 00:00:00"
"2026-07-06 00:05:00",530528,0,"NAN","NAN","2026-07-06 00:05:00","NAN","2026-07-06 00:05:00"
"2026-07-06 00:10:00",530529,0,"NAN","NAN","2026-07-06 00:10:00","NAN","2026-07-06 00:10:00"
"2026-07-06 00:15:00",530530,0,"NAN","NAN","2026-07-06 00:15:00","NAN","2026-07-06 00:15:00"
"2026-07-06 00:20:00",530531,0,"NAN","NAN","2026-07-06 00:20:00","NAN","2026-07-06 00:20:00"
"2026-07-06 00:25:00",530532,0,"NAN","NAN","2026-07-06 00:25:00","NAN","2026-07-06 00:25:00"
"2026-07-06 00:30:00",530533,0,"NAN","NAN","2026-07-06 00:30:00","NAN","2026-07-06 00:30:00"
"2026-07-06 00:35:00",530534,0,"NAN","NAN","2026-07-06 00:35:00","NAN","2026-07-06 00:35:00"
"2026-07-06 00:40:00",530535,0,"NAN","NAN","2026-07-06 00:40:00","NAN","2026-07-06 00:40:00"
"2026-07-06 00:45:00",530536,0,"NAN","NAN","2026-07-06 00:45:00","NAN","2026-07-06 00:45:00"
"2026-07-06 00:50:00",530537,0,"NAN","NAN","2026-07-06 00:50:00","NAN","2026-07-06 00:50:00"
"2026-07-06 00:55:00",530538,0,"NAN","NAN","2026-07-06 00:55:00","NAN","2026-07-06 00:55:00"
"2026-07-06 01:00:00",530539,0,"NAN","NAN","2026-07-06 01:00:00","NAN","2026-07-06 01:00:00"
"2026-07-06 01:05:00",530540,0,"NAN","NAN","2026-07-06 01:05:00","NAN","2026-07-06 01:05:00"
"2026-07-06 01:10:00",530541,0,"NAN","NAN","2026-07-06 01:10:00","NAN","2026-07-06 01:10:00"
"2026-07-06 01:15:00",530542,0,"NAN","NAN","2026-07-06 01:15:00","NAN","2026-07-06 01:15:00"
"2026-07-06 01:20:00",530543,0,"NAN","NAN","2026-07-06 01:20:00","NAN","2026-07-06 01:20:00"
"2026-07-06 01:25:00",530544,0,"NAN","NAN","2026-07-06 01:25:00","NAN","2026-07-06 01:25:00"
"2026-07-06 01:30:00",530545,0,"NAN","NAN","2026-07-06 01:30:00","NAN","2026-07-06 01:30:00"
"2026-07-06 01:35:00",530546,0,"NAN","NAN","2026-07-06 01:35:00","NAN","2026-07-06 01:35:00"
"2026-07-06 01:40:00",530547,0,"NAN","NAN","2026-07-06 01:40:00","NAN","2026-07-06 01:40:00"
"2026-07-06 01:45:00",530548,0,"NAN","NAN","2026-07-06 01:45:00","NAN","2026-07-06 01:45:00"
"2026-07-06 01:50:00",530549,0,"NAN","NAN","2026-07-06 01:50:00","NAN","2026-07-06 01:50:00"
"2026-07-06 01:55:00",530550,0,"NAN","NAN","2026-07-06 01:55:00","NAN","2026-07-06 01:55:00"
"2026-07-06 02:00:00",530551,0,"NAN","NAN","2026-07-06 02:00:00","NAN","2026-07-06 02:00:00"
"2026-07-06 02:05:00",530552,0,"NAN","NAN","2026-07-06 02:05:00","NAN","2026-07-06 02:05:00"
"2026-07-06 02:10:00",530553,0,"NAN","NAN","2026-07-06 02:10:00","NAN","2026-07-06 02:10:00"
"2026-07-06 02:15:00",530554,0,"NAN","NAN","2026-07-06 02:15:00","NAN","2026-07-06 02:15:00"
"2026-07-06 02:20:00",530555,0,"NAN","NAN","2026-07-06 02:20:00","NAN","2026-07-06 02:20:00"
"2026-07-06 02:25:00",530556,0,"NAN","NAN","2026-07-06 02:25:00","NAN","2026-07-06 02:25:00"
"2026-07-06 02:30:00",530557,0,"NAN","NAN","2026-07-06 02:30:00","NAN","2026-07-06 02:30:00"
"2026-07-06 02:35:00",530558,0,"NAN","NAN","2026-07-06 02:35:00","NAN","2026-07-06 02:35:00"
"2026-07-06 02:40:00",530559,0,"NAN","NAN","2026-07-06 02:40:00","NAN","2026-07-06 02:40:00"
"2026-07-06 02:45:00",530560,0,"NAN","NAN","2026-07-06 02:45:00","NAN","2026-07-06 02:45:00"
"2026-07-06 02:50:00",530561,0,"NAN","NAN","2026-07-06 02:50:00","NAN","2026-07-06 02:50:00"
"2026-07-06 02:55:00",530562,0,"NAN","NAN","2026-07-06 02:55:00","NAN","2026-07-06 02:55:00"
"2026-07-06 03:00:00",530563,0,"NAN","NAN","2026-07-06 03:00:00","NAN","2026-07-06 03:00:00"
"2026-07-06 03:05:00",530564,0,"NAN","NAN","2026-07-06 03:05:00","NAN","2026-07-06 03:05:00"
"2026-07-06 03:10:00",530565,0,"NAN","NAN","2026-07-06 03:10:00","NAN","2026-07-06 03:10:00"
"2026-07-06 03:15:00",530566,0,"NAN","NAN","2026-07-06 03:15:00","NAN","2026-07-06 03:15:00"
"2026-07-06 03:20:00",530567,0,"NAN","NAN","2026-07-06 03:20:00","NAN","2026-07-06 03:20:00"
"2026-07-06 03:25:00",530568,0,"NAN","NAN","2026-07-06 03:25:00","NAN","2026-07-06 03:25:00"
"2026-07-06 03:30:00",530569,0,"NAN","NAN","2026-07-06 03:30:00","NAN","2026-07-06 03:30:00"
"2026-07-06 03:35:00",530570,0,"NAN","NAN","2026-07-06 03:35:00","NAN","2026-07-06 03:35:00"
"2026-07-06 03:40:00",530571,0,"NAN","NAN","2026-07-06 03:40:00","NAN","2026-07-06 03:40:00"
"2026-07-06 03:45:00",530572,0,"NAN","NAN","2026-07-06 03:45:00","NAN","2026-07-06 03:45:00"
"2026-07-06 03:50:00",530573,0,"NAN","NAN","2026-07-06 03:50:00","NAN","2026-07-06 03:50:00"
"2026-07-06 03:55:00",530574,0,"NAN","NAN","2026-07-06 03:55:00","NAN","2026-07-06 03:55:00"
"2026-07-06 04:00:00",530575,0,"NAN","NAN","2026-07-06 04:00:00","NAN","2026-07-06 04:00:00"
"2026-07-06 04:05:00",530576,0,"NAN","NAN","2026-07-06 04:05:00","NAN","2026-07-06 04:05:00"
"2026-07-06 04:10:00",530577,0,"NAN","NAN","2026-07-06 04:10:00","NAN","2026-07-06 04:10:00"
"2026-07-06 04:15:00",530578,0,"NAN","NAN","2026-07-06 04:15:00","NAN","2026-07-06 04:15:00"
"2026-07-06 04:20:00",530579,0,"NAN","NAN","2026-07-06 04:20:00","NAN","2026-07-06 04:20:00"
"2026-07-06 04:25:00",530580,0,"NAN","NAN","2026-07-06 04:25:00","NAN","2026-07-06 04:25:00"
"2026-07-06 04:30:00",530581,0,"NAN","NAN","2026-07-06 04:30:00","NAN","2026-07-06 04:30:00"
"2026-07-06 04:35:00",530582,0,"NAN","NAN","2026-07-06 04:35:00","NAN","2026-07-06 04:35:00"
"2026-07-06 04:40:00",530583,0,"NAN","NAN","2026-07-06 04:40:00","NAN","2026-07-06 04:40:00"
"2026-07-06 04:45:00",530584,0,"NAN","NAN","2026-07-06 04:45:00","NAN","2026-07-06 04:45:00"
"2026-07-06 04:50:00",530585,0,"NAN","NAN","2026-07-06 04:50:00","NAN","2026-07-06 04:50:00"
"2026-07-06 04:55:00",530586,0,"NAN","NAN","2026-07-06 04:55:00","NAN","2026-07-06 04:55:00"
"2026-07-06 05:00:00",530587,0,"NAN","NAN","2026-07-06 05:00:00","NAN","2026-07-06 05:00:00"
"2026-07-06 05:05:00",530588,0,"NAN","NAN","2026-07-06 05:05:00","NAN","2026-07-06 05:05:00"
"2026-07-06 05:10:00",530589,0,"NAN","NAN","2026-07-06 05:10:00","NAN","2026-07-06 05:10:00"
"2026-07-06 05:15:00",530590,0,"NAN","NAN","2026-07-06 05:15:00","NAN","2026-07-06 05:15:00"
"2026-07-06 05:20:00",530591,0,"NAN","NAN","2026-07-06 05:20:00","NAN","2026-07-06 05:20:00"
"2026-07-06 05:25:00",530592,0,"NAN","NAN","2026-07-06 05:25:00","NAN","2026-07-06 05:25:00"
"2026-07-06 05:30:00",530593,0,"NAN","NAN","2026-07-06 05:30:00","NAN","2026-07-06 05:30:00"
"2026-07-06 05:35:00",530594,0,"NAN","NAN","2026-07-06 05:35:00","NAN","2026-07-06 05:35:00"
"2026-07-06 05:40:00",530595,0,"NAN","NAN","2026-07-06 05:40:00","NAN","2026-07-06 05:40:00"
"2026-07-06 05:45:00",530596,0,"NAN","NAN","2026-07-06 05:45:00","NAN","2026-07-06 05:45:00"
"2026-07-06 05:50:00",530597,0,"NAN","NAN","2026-07-06 05:50:00","NAN","2026-07-06 05:50:00"
"2026-07-06 05:55:00",530598,0,"NAN","NAN","2026-07-06 05:55:00","NAN","2026-07-06 05:55:00"
"2026-07-06 06:00:00",530599,0,"NAN","NAN","2026-07-06 06:00:00","NAN","2026-07-06 06:00:00"
"2026-07-06 06:05:00",530600,0,"NAN","NAN","2026-07-06 06:05:00","NAN","2026-07-06 06:05:00"
"2026-07-06 06:10:00",530601,0,"NAN","NAN","2026-07-06 06:10:00","NAN","2026-07-06 06:10:00"
"2026-07-06 06:15:00",530602,0,"NAN","NAN","2026-07-06 06:15:00","NAN","2026-07-06 06:15:00"
"2026-07-06 06:20:00",530603,0,"NAN","NAN","2026-07-06 06:20:00","NAN","2026-07-06 06:20:00"
"2026-07-06 06:25:00",530604,0,"NAN","NAN","2026-07-06 06:25:00","NAN","2026-07-06 06:25:00"
"2026-07-06 06:30:00",530605,0,"NAN","NAN","2026-07-06 06:30:00","NAN","2026-07-06 06:30:00"
"2026-07-06 06:35:00",530606,0,"NAN","NAN","2026-07-06 06:35:00","NAN","2026-07-06 06:35:00"
"2026-07-06 06:40:00",530607,0,"NAN","NAN","2026-07-06 06:40:00","NAN","2026-07-06 06:40:00"
"2026-07-06 06:45:00",530608,0,"NAN","NAN","2026-07-06 06:45:00","NAN","2026-07-06 06:45:00"
"2026-07-06 06:50:00",530609,0,"NAN","NAN","2026-07-06 06:50:00","NAN","2026-07-06 06:50:00"
"2026-07-06 06:55:00",530610,0,"NAN","NAN","2026-07-06 06:55:00","NAN","2026-07-06 06:55:00"
"2026-07-06 07:00:00",530611,0,"NAN","NAN","2026-07-06 07:00:00","NAN","2026-07-06 07:00:00"
"2026-07-06 07:05:00",530612,0,"NAN","NAN","2026-07-06 07:05:00","NAN","2026-07-06 07:05:00"
"2026-07-06 07:10:00",530613,0,"NAN","NAN","2026-07-06 07:10:00","NAN","2026-07-06 07:10:00"
"2026-07-06 07:15:00",530614,0,"NAN","NAN","2026-07-06 07:15:00","NAN","2026-07-06 07:15:00"
"2026-07-06 07:20:00",530615,0,"NAN","NAN","2026-07-06 07:20:00","NAN","2026-07-06 07:20:00"
"2026-07-06 07:25:00",530616,0,"NAN","NAN","2026-07-06 07:25:00","NAN","2026-07-06 07:25:00"
"2026-07-06 07:30:00",530617,0,"NAN","NAN","2026-07-06 07:30:00","NAN","2026-07-06 07:30:00"
"2026-07-06 07:35:00",530618,0,"NAN","NAN","2026-07-06 07:35:00","NAN","2026-07-06 07:35:00"
"2026-07-06 07:40:00",530619,0,"NAN","NAN","2026-07-06 07:40:00","NAN","2026-07-06 07:40:00"
"2026-07-06 07:45:00",530620,0,"NAN","NAN","2026-07-06 07:45:00","NAN","2026-07-06 07:45:00"
"2026-07-06 07:50:00",530621,0,"NAN","NAN","2026-07-06 07:50:00","NAN","2026-07-06 07:50:00"
"2026-07-06 07:55:00",530622,0,"NAN","NAN","2026-07-06 07:55:00","NAN","2026-07-06 07:55:00"
"2026-07-06 08:00:00",530623,0,"NAN","NAN","2026-07-06 08:00:00","NAN","2026-07-06 08:00:00"
"2026-07-06 08:05:00",530624,0,"NAN","NAN","2026-07-06 08:05:00","NAN","2026-07-06 08:05:00"
"2026-07-06 08:10:00",530625,0,"NAN","NAN","2026-07-06 08:10:00","NAN","2026-07-06 08:10:00"
"2026-07-06 08:15:00",530626,0,"NAN","NAN","2026-07-06 08:15:00","NAN","2026-07-06 08:15:00"
"2026-07-06 08:20:00",530627,0,"NAN","NAN","2026-07-06 08:20:00","NAN","2026-07-06 08:20:00"
"2026-07-06 08:25:00",530628,0,"NAN","NAN","2026-07-06 08:25:00","NAN","2026-07-06 08:25:00"
"2026-07-06 08:30:00",530629,0,"NAN","NAN","2026-07-06 08:30:00","NAN","2026-07-06 08:30:00"
"2026-07-06 08:35:00",530630,0,"NAN","NAN","2026-07-06 08:35:00","NAN","2026-07-06 08:35:00"
"2026-07-06 08:40:00",530631,0,"NAN","NAN","2026-07-06 08:40:00","NAN","2026-07-06 08:40:00"
"2026-07-06 08:45:00",530632,0,"NAN","NAN","2026-07-06 08:45:00","NAN","2026-07-06 08:45:00"
"2026-07-06 08:50:00",530633,0,"NAN","NAN","2026-07-06 08:50:00","NAN","2026-07-06 08:50:00"
"2026-07-06 08:55:00",530634,0,"NAN","NAN","2026-07-06 08:55:00","NAN","2026-07-06 08:55:00"
"2026-07-06 09:00:00",530635,0,"NAN","NAN","2026-07-06 09:00:00","NAN","2026-07-06 09:00:00"
"2026-07-06 09:05:00",530636,0,"NAN","NAN","2026-07-06 09:05:00","NAN","2026-07-06 09:05:00"
"2026-07-06 09:10:00",530637,0,"NAN","NAN","2026-07-06 09:10:00","NAN","2026-07-06 09:10:00"
"2026-07-06 09:15:00",530638,0,"NAN","NAN","2026-07-06 09:15:00","NAN","2026-07-06 09:15:00"
"2026-07-06 09:20:00",530639,0,"NAN","NAN","2026-07-06 09:20:00","NAN","2026-07-06 09:20:00"
"2026-07-06 09:25:00",530640,0,"NAN","NAN","2026-07-06 09:25:00","NAN","2026-07-06 09:25:00"
"2026-07-06 09:30:00",530641,0,"NAN","NAN","2026-07-06 09:30:00","NAN","2026-07-06 09:30:00"
"2026-07-06 09:35:00",530642,0,"NAN","NAN","2026-07-06 09:35:00","NAN","2026-07-06 09:35:00"
"2026-07-06 09:40:00",530643,0,"NAN","NAN","2026-07-06 09:40:00","NAN","2026-07-06 09:40:00"
"2026-07-06 09:45:00",530644,0,"NAN","NAN","2026-07-06 09:45:00","NAN","2026-07-06 09:45:00"
"2026-07-06 09:50:00",530645,0,"NAN","NAN","2026-07-06 09:50:00","NAN","2026-07-06 09:50:00"
"2026-07-06 09:55:00",530646,0,"NAN","NAN","2026-07-06 09:55:00","NAN","2026-07-06 09:55:00"
"2026-07-06 10:00:00",530647,0,"NAN","NAN","2026-07-06 10:00:00","NAN","2026-07-06 10:00:00"
"2026-07-06 10:05:00",530648,0,"NAN","NAN","2026-07-06 10:05:00","NAN","2026-07-06 10:05:00"
"2026-07-06 10:10:00",530649,0,"NAN","NAN","2026-07-06 10:10:00","NAN","2026-07-06 10:10:00"
"2026-07-06 10:15:00",530650,0,"NAN","NAN","2026-07-06 10:15:00","NAN","2026-07-06 10:15:00"
"2026-07-06 10:20:00",530651,0,"NAN","NAN","2026-07-06 10:20:00","NAN","2026-07-06 10:20:00"
"2026-07-06 10:25:00",530652,0,"NAN","NAN","2026-07-06 10:25:00","NAN","2026-07-06 10:25:00"
"2026-07-06 10:30:00",530653,0,"NAN","NAN","2026-07-06 10:30:00","NAN","2026-07-06 10:30:00"
"2026-07-06 10:35:00",530654,0,"NAN","NAN","2026-07-06 10:35:00","NAN","2026-07-06 10:35:00"
"2026-07-06 10:40:00",530655,0,"NAN","NAN","2026-07-06 10:40:00","NAN","2026-07-06 10:40:00"
"2026-07-06 10:45:00",530656,0,"NAN","NAN","2026-07-06 10:45:00","NAN","2026-07-06 10:45:00"
"2026-07-06 10:50:00",530657,0,"NAN","NAN","2026-07-06 10:50:00","NAN","2026-07-06 10:50:00"
"2026-07-06 10:55:00",530658,0,"NAN","NAN","2026-07-06 10:55:00","NAN","2026-07-06 10:55:00"
"2026-07-06 11:00:00",530659,0,"NAN","NAN","2026-07-06 11:00:00","NAN","2026-07-06 11:00:00"
"2026-07-06 11:05:00",530660,0,"NAN","NAN","2026-07-06 11:05:00","NAN","2026-07-06 11:05:00"
"2026-07-06 11:10:00",530661,0,"NAN","NAN","2026-07-06 11:10:00","NAN","2026-07-06 11:10:00"
"2026-07-06 11:15:00",530662,0,"NAN","NAN","2026-07-06 11:15:00","NAN","2026-07-06 11:15:00"
"2026-07-06 11:20:00",530663,0,"NAN","NAN","2026-07-06 11:20:00","NAN","2026-07-06 11:20:00"
"2026-07-06 11:25:00",530664,0,"NAN","NAN","2026-07-06 11:25:00","NAN","2026-07-06 11:25:00"
"2026-07-06 11:30:00",530665,0,"NAN","NAN","2026-07-06 11:30:00","NAN","2026-07-06 11:30:00"
"2026-07-06 11:35:00",530666,0,"NAN","NAN","2026-07-06 11:35:00","NAN","2026-07-06 11:35:00"
"2026-07-06 11:40:00",530667,0,"NAN","NAN","2026-07-06 11:40:00","NAN","2026-07-06 11:40:00"
"2026-07-06 11:45:00",530668,0,"NAN","NAN","2026-07-06 11:45:00","NAN","2026-07-06 11:45:00"
"2026-07-06 11:50:00",530669,0,"NAN","NAN","2026-07-06 11:50:00","NAN","2026-07-06 11:50:00"
"2026-07-06 11:55:00",530670,0,"NAN","NAN","2026-07-06 11:55:00","NAN","2026-07-06 11:55:00"
"2026-07-06 12:00:00",530671,0,"NAN","NAN","2026-07-06 12:00:00","NAN","2026-07-06 12:00:00"
"2026-07-06 12:05:00",530672,0,"NAN","NAN","2026-07-06 12:05:00","NAN","2026-07-06 12:05:00"
"2026-07-06 12:10:00",530673,0,"NAN","NAN","2026-07-06 12:10:00","NAN","2026-07-06 12:10:00"
"2026-07-06 12:15:00",530674,0,"NAN","NAN","2026-07-06 12:15:00","NAN","2026-07-06 12:15:00"
"2026-07-06 12:20:00",530675,0,"NAN","NAN","2026-07-06 12:20:00","NAN","2026-07-06 12:20:00"
"2026-07-06 12:25:00",530676,0,"NAN","NAN","2026-07-06 12:25:00","NAN","2026-07-06 12:25:00"
"2026-07-06 12:30:00",530677,0,"NAN","NAN","2026-07-06 12:30:00","NAN","2026-07-06 12:30:00"
"2026-07-06 12:35:00",530678,0,"NAN","NAN","2026-07-06 12:35:00","NAN","2026-07-06 12:35:00"
"2026-07-06 12:40:00",530679,0,"NAN","NAN","2026-07-06 12:40:00","NAN","2026-07-06 12:40:00"
"2026-07-06 12:45:00",530680,0,"NAN","NAN","2026-07-06 12:45:00","NAN","2026-07-06 12:45:00"
"2026-07-06 12:50:00",530681,0,"NAN","NAN","2026-07-06 12:50:00","NAN","2026-07-06 12:50:00"
"2026-07-06 12:55:00",530682,0,"NAN","NAN","2026-07-06 12:55:00","NAN","2026-07-06 12:55:00"
"2026-07-06 13:00:00",530683,0,"NAN","NAN","2026-07-06 13:00:00","NAN","2026-07-06 13:00:00"
"2026-07-06 13:05:00",530684,0,"NAN","NAN","2026-07-06 13:05:00","NAN","2026-07-06 13:05:00"
"2026-07-06 13:10:00",530685,0,"NAN","NAN","2026-07-06 13:10:00","NAN","2026-07-06 13:10:00"
"2026-07-06 13:15:00",530686,0,"NAN","NAN","2026-07-06 13:15:00","NAN","2026-07-06 13:15:00"
"2026-07-06 13:20:00",530687,0,"NAN","NAN","2026-07-06 13:20:00","NAN","2026-07-06 13:20:00"
"2026-07-06 13:25:00",530688,0,"NAN","NAN","2026-07-06 13:25:00","NAN","2026-07-06 13:25:00"
"2026-07-06 13:30:00",530689,0,"NAN","NAN","2026-07-06 13:30:00","NAN","2026-07-06 13:30:00"
"2026-07-06 13:35:00",530690,0,"NAN","NAN","2026-07-06 13:35:00","NAN","2026-07-06 13:35:00"
"2026-07-06 13:40:00",530691,0,"NAN","NAN","2026-07-06 13:40:00","NAN","2026-07-06 13:40:00"
"2026-07-06 13:45:00",530692,0,"NAN","NAN","2026-07-06 13:45:00","NAN","2026-07-06 13:45:00"
"2026-07-06 13:50:00",530693,0,"NAN","NAN","2026-07-06 13:50:00","NAN","2026-07-06 13:50:00"
"2026-07-06 13:55:00",530694,0,"NAN","NAN","2026-07-06 13:55:00","NAN","2026-07-06 13:55:00"
"2026-07-06 14:00:00",530695,0,"NAN","NAN","2026-07-06 14:00:00","NAN","2026-07-06 14:00:00"
"2026-07-06 14:05:00",530696,0,"NAN","NAN","2026-07-06 14:05:00","NAN","2026-07-06 14:05:00"
"2026-07-06 14:10:00",530697,0,"NAN","NAN","2026-07-06 14:10:00","NAN","2026-07-06 14:10:00"
