"TOA5","paraiso","CR3000","4743","CR3000.Std.32.05","CPU:HIDRO_JARDIM_PARAISO_V6.CR3","28767","J_PARAISO_5"
"TIMESTAMP","RECORD","Chuva_Tot","Nivel","Nivel_Max","Nivel_TMx","Nivel_Min","Nivel_TMn"
"TS","RN","mm","Metros","Metros","","Metros",""
"","","Tot","Smp","Max","TMx","Min","TMn"
"2026-08-13 03:15:00",567369,0,"NAN","NAN","2026-08-13 03:15:00","NAN","2026-08-13 03:15:00"
"2026-08-13 03:20:00",567370,0,"NAN","NAN","2026-08-13 03:20:00","NAN","2026-08-13 03:20:00"
"2026-08-13 03:25:00",567371,0,"NAN","NAN","2026-08-13 03:25:00","NAN","2026-08-13 03:25:00"
"2026-08-13 03:30:00",567372,0,"NAN","NAN","2026-08-13 03:30:00","NAN","2026-08-13 03:30:00"
"2026-08-13 03:35:00",567373,0,"NAN","NAN","2026-08-13 03:35:00","NAN","2026-08-13 03:35:00"
"2026-08-13 03:40:00",567374,0,"NAN","NAN","2026-08-13 03:40:00","NAN","2026-08-13 03:40:00"
"2026-08-13 03:45:00",567375,0,"NAN","NAN","2026-08-13 03:45:00","NAN","2026-08-13 03:45:00"
"2026-08-13 03:50:00",567376,0,"NAN","NAN","2026-08-13 03:50:00","NAN","2026-08-13 03:50:00"
"2026-08-13 03:55:00",567377,0,"NAN","NAN","2026-08-13 03:55:00","NAN","2026-08-13 03:55:00"
"2026-08-13 04:00:00",567378,0,"NAN","NAN","2026-08-13 04:00:00","NAN","2026-08-13 04:00:00"
"2026-08-13 04:05:00",567379,0,"NAN","NAN","2026-08-13 04:05:00","NAN","2026-08-13 04:05:00"
"2026-08-13 04:10:00",567380,0,"NAN","NAN","2026-08-13 04:10:00","NAN","2026-08-13 04:10:00"
"2026-08-13 04:15:00",567381,0,"NAN","NAN","2026-08-13 04:15:00","NAN","2026-08-13 04:15:00"
"2026-08-13 04:20:00",567382,0,"NAN","NAN","2026-08-13 04:20:00","NAN","2026-08-13 04:20:00"
"2026-08-13 04:25:00",567383,0,"NAN","NAN","2026-08-13 04:25:00","NAN","2026-08-13 04:25:00"
"2026-08-13 04:30:00",567384,0,"NAN","NAN","2026-08-13 04:30:00","NAN","2026-08-13 04:30:00"
"2026-08-13 04:35:00",567385,0,"NAN","NAN","2026-08-13 04:35:00","NAN","2026-08-13 04:35:00"
"2026-08-13 04:40:00",567386,0,"NAN","NAN","2026-08-13 04:40:00","NAN","2026-08-13 04:40:00"
"2026-08-13 04:45:00",567387,0,"NAN","NAN","2026-08-13 04:45:00","NAN","2026-08-13 04:45:00"
"2026-08-13 04:50:00",567388,0,"NAN","NAN","2026-08-13 04:50:00","NAN","2026-08-13 04:50:00"
"2026-08-13 04:55:00",567389,0,"NAN","NAN","2026-08-13 04:55:00","NAN","2026-08-13 04:55:00"
"2026-08-13 05:00:00",567390,0,"NAN","NAN","2026-08-13 05:00:00","NAN","2026-08-13 05:00:00"
"2026-08-13 05:05:00",567391,0,"NAN","NAN","2026-08-13 05:05:00","NAN","2026-08-13 05:05:00"
"2026-08-13 05:10:00",567392,0,"NAN","NAN","2026-08-13 05:10:00","NAN","2026-08-13 05:10:00"
"2026-08-13 05:15:00",567393,0,"NAN","NAN","2026-08-13 05:15:00","NAN","2026-08-13 05:15:00"
"2026-08-13 05:20:00",567394,0,"NAN","NAN","2026-08-13 05:20:00","NAN","2026-08-13 05:20:00"
"2026-08-13 05:25:00",567395,0,"NAN","NAN","2026-08-13 05:25:00","NAN","2026-08-13 05:25:00"
"2026-08-13 05:30:00",567396,0,"NAN","NAN","2026-08-13 05:30:00","NAN","2026-08-13 05:30:00"
"2026-08-13 05:35:00",567397,0,"NAN","NAN","2026-08-13 05:35:00","NAN","2026-08-13 05:35:00"
"2026-08-13 05:40:00",567398,0,"NAN","NAN","2026-08-13 05:40:00","NAN","2026-08-13 05:40:00"
"2026-08-13 05:45:00",567399,0,"NAN","NAN","2026-08-13 05:45:00","NAN","2026-08-13 05:45:00"
"2026-08-13 05:50:00",567400,0,"NAN","NAN","2026-08-13 05:50:00","NAN","2026-08-13 05:50:00"
"2026-08-13 05:55:00",567401,0,"NAN","NAN","2026-08-13 05:55:00","NAN","2026-08-13 05:55:00"
"2026-08-13 06:00:00",567402,0,"NAN","NAN","2026-08-13 06:00:00","NAN","2026-08-13 06:00:00"
"2026-08-13 06:05:00",567403,0,"NAN","NAN","2026-08-13 06:05:00","NAN","2026-08-13 06:05:00"
"2026-08-13 06:10:00",567404,0,"NAN","NAN","2026-08-13 06:10:00","NAN","2026-08-13 06:10:00"
"2026-08-13 06:15:00",567405,0,"NAN","NAN","2026-08-13 06:15:00","NAN","2026-08-13 06:15:00"
"2026-08-13 06:20:00",567406,0,"NAN","NAN","2026-08-13 06:20:00","NAN","2026-08-13 06:20:00"
"2026-08-13 06:25:00",567407,0,"NAN","NAN","2026-08-13 06:25:00","NAN","2026-08-13 06:25:00"
"2026-08-13 06:30:00",567408,0,"NAN","NAN","2026-08-13 06:30:00","NAN","2026-08-13 06:30:00"
"2026-08-13 06:35:00",567409,0,"NAN","NAN","2026-08-13 06:35:00","NAN","2026-08-13 06:35:00"
"2026-08-13 06:40:00",567410,0,"NAN","NAN","2026-08-13 06:40:00","NAN","2026-08-13 06:40:00"
"2026-08-13 06:45:00",567411,0,"NAN","NAN","2026-08-13 06:45:00","NAN","2026-08-13 06:45:00"
"2026-08-13 06:50:00",567412,0,"NAN","NAN","2026-08-13 06:50:00","NAN","2026-08-13 06:50:00"
"2026-08-13 06:55:00",567413,0,"NAN","NAN","2026-08-13 06:55:00","NAN","2026-08-13 06:55:00"
"2026-08-13 07:00:00",567414,0,"NAN","NAN","2026-08-13 07:00:00","NAN","2026-08-13 07:00:00"
"2026-08-13 07:05:00",567415,0,"NAN","NAN","2026-08-13 07:05:00","NAN","2026-08-13 07:05:00"
"2026-08-13 07:10:00",567416,0,"NAN","NAN","2026-08-13 07:10:00","NAN","2026-08-13 07:10:00"
"2026-08-13 07:15:00",567417,0,"NAN","NAN","2026-08-13 07:15:00","NAN","2026-08-13 07:15:00"
"2026-08-13 07:20:00",567418,0,"NAN","NAN","2026-08-13 07:20:00","NAN","2026-08-13 07:20:00"
"2026-08-13 07:25:00",567419,0,"NAN","NAN","2026-08-13 07:25:00","NAN","2026-08-13 07:25:00"
"2026-08-13 07:30:00",567420,0,"NAN","NAN","2026-08-13 07:30:00","NAN","2026-08-13 07:30:00"
"2026-08-13 07:35:00",567421,0,"NAN","NAN","2026-08-13 07:35:00","NAN","2026-08-13 07:35:00"
"2026-08-13 07:40:00",567422,0,"NAN","NAN","2026-08-13 07:40:00","NAN","2026-08-13 07:40:00"
"2026-08-13 07:45:00",567423,0,"NAN","NAN","2026-08-13 07:45:00","NAN","2026-08-13 07:45:00"
"2026-08-13 07:50:00",567424,0,"NAN","NAN","2026-08-13 07:50:00","NAN","2026-08-13 07:50:00"
"2026-08-13 07:55:00",567425,0,"NAN","NAN","2026-08-13 07:55:00","NAN","2026-08-13 07:55:00"
"2026-08-13 08:00:00",567426,0,"NAN","NAN","2026-08-13 08:00:00","NAN","2026-08-13 08:00:00"
"2026-08-13 08:05:00",567427,0,"NAN","NAN","2026-08-13 08:05:00","NAN","2026-08-13 08:05:00"
"2026-08-13 08:10:00",567428,0,"NAN","NAN","2026-08-13 08:10:00","NAN","2026-08-13 08:10:00"
"2026-08-13 08:15:00",567429,0,"NAN","NAN","2026-08-13 08:15:00","NAN","2026-08-13 08:15:00"
"2026-08-13 08:20:00",567430,0,"NAN","NAN","2026-08-13 08:20:00","NAN","2026-08-13 08:20:00"
"2026-08-13 08:25:00",567431,0,"NAN","NAN","2026-08-13 08:25:00","NAN","2026-08-13 08:25:00"
"2026-08-13 08:30:00",567432,0,"NAN","NAN","2026-08-13 08:30:00","NAN","2026-08-13 08:30:00"
"2026-08-13 08:35:00",567433,0,"NAN","NAN","2026-08-13 08:35:00","NAN","2026-08-13 08:35:00"
"2026-08-13 08:40:00",567434,0,"NAN","NAN","2026-08-13 08:40:00","NAN","2026-08-13 08:40:00"
"2026-08-13 08:45:00",567435,0,"NAN","NAN","2026-08-13 08:45:00","NAN","2026-08-13 08:45:00"
"2026-08-13 08:50:00",567436,0,"NAN","NAN","2026-08-13 08:50:00","NAN","2026-08-13 08:50:00"
"2026-08-13 08:55:00",567437,0,"NAN","NAN","2026-08-13 08:55:00","NAN","2026-08-13 08:55:00"
"2026-08-13 09:00:00",567438,0,"NAN","NAN","2026-08-13 09:00:00","NAN","2026-08-13 09:00:00"
"2026-08-13 09:05:00",567439,0,"NAN","NAN","2026-08-13 09:05:00","NAN","2026-08-13 09:05:00"
"2026-08-13 09:10:00",567440,0,"NAN","NAN","2026-08-13 09:10:00","NAN","2026-08-13 09:10:00"
"2026-08-13 09:15:00",567441,0,"NAN","NAN","2026-08-13 09:15:00","NAN","2026-08-13 09:15:00"
"2026-08-13 09:20:00",567442,0,"NAN","NAN","2026-08-13 09:20:00","NAN","2026-08-13 09:20:00"
"2026-08-13 09:25:00",567443,0,"NAN","NAN","2026-08-13 09:25:00","NAN","2026-08-13 09:25:00"
"2026-08-13 09:30:00",567444,0,"NAN","NAN","2026-08-13 09:30:00","NAN","2026-08-13 09:30:00"
"2026-08-13 09:35:00",567445,0,"NAN","NAN","2026-08-13 09:35:00","NAN","2026-08-13 09:35:00"
"2026-08-13 09:40:00",567446,0,"NAN","NAN","2026-08-13 09:40:00","NAN","2026-08-13 09:40:00"
"2026-08-13 09:45:00",567447,0,"NAN","NAN","2026-08-13 09:45:00","NAN","2026-08-13 09:45:00"
"2026-08-13 09:50:00",567448,0,"NAN","NAN","2026-08-13 09:50:00","NAN","2026-08-13 09:50:00"
"2026-08-13 09:55:00",567449,0,"NAN","NAN","2026-08-13 09:55:00","NAN","2026-08-13 09:55:00"
"2026-08-13 10:00:00",567450,0,"NAN","NAN","2026-08-13 10:00:00","NAN","2026-08-13 10:00:00"
"2026-08-13 10:05:00",567451,0,"NAN","NAN","2026-08-13 10:05:00","NAN","2026-08-13 10:05:00"
"2026-08-13 10:10:00",567452,0,"NAN","NAN","2026-08-13 10:10:00","NAN","2026-08-13 10:10:00"
"2026-08-13 10:15:00",567453,0,"NAN","NAN","2026-08-13 10:15:00","NAN","2026-08-13 10:15:00"
"2026-08-13 10:20:00",567454,0,"NAN","NAN","2026-08-13 10:20:00","NAN","2026-08-13 10:20:00"
"2026-08-13 10:25:00",567455,0,"NAN","NAN","2026-08-13 10:25:00","NAN","2026-08-13 10:25:00"
"2026-08-13 10:30:00",567456,0,"NAN","NAN","2026-08-13 10:30:00","NAN","2026-08-13 10:30:00"
"2026-08-13 10:35:00",567457,0,"NAN","NAN","2026-08-13 10:35:00","NAN","2026-08-13 10:35:00"
"2026-08-13 10:40:00",567458,0,"NAN","NAN","2026-08-13 10:40:00","NAN","2026-08-13 10:40:00"
"2026-08-13 10:45:00",567459,0,"NAN","NAN","2026-08-13 10:45:00","NAN","2026-08-13 10:45:00"
"2026-08-13 10:50:00",567460,0,"NAN","NAN","2026-08-13 10:50:00","NAN","2026-08-13 10:50:00"
"2026-08-13 10:55:00",567461,0,"NAN","NAN","2026-08-13 10:55:00","NAN","2026-08-13 10:55:00"
"2026-08-13 11:00:00",567462,0,"NAN","NAN","2026-08-13 11:00:00","NAN","2026-08-13 11:00:00"
"2026-08-13 11:05:00",567463,0,"NAN","NAN","2026-08-13 11:05:00","NAN","2026-08-13 11:05:00"
"2026-08-13 11:10:00",567464,0,"NAN","NAN","2026-08-13 11:10:00","NAN","2026-08-13 11:10:00"
"2026-08-13 11:15:00",567465,0,"NAN","NAN","2026-08-13 11:15:00","NAN","2026-08-13 11:15:00"
"2026-08-13 11:20:00",567466,0,"NAN","NAN","2026-08-13 11:20:00","NAN","2026-08-13 11:20:00"
"2026-08-13 11:25:00",567467,0,"NAN","NAN","2026-08-13 11:25:00","NAN","2026-08-13 11:25:00"
"2026-08-13 11:30:00",567468,0,"NAN","NAN","2026-08-13 11:30:00","NAN","2026-08-13 11:30:00"
"2026-08-13 11:35:00",567469,0,"NAN","NAN","2026-08-13 11:35:00","NAN","2026-08-13 11:35:00"
"2026-08-13 11:40:00",567470,0,"NAN","NAN","2026-08-13 11:40:00","NAN","2026-08-13 11:40:00"
"2026-08-13 11:45:00",567471,0,"NAN","NAN","2026-08-13 11:45:00","NAN","2026-08-13 11:45:00"
"2026-08-13 11:50:00",567472,0,"NAN","NAN","2026-08-13 11:50:00","NAN","2026-08-13 11:50:00"
"2026-08-13 11:55:00",567473,0,"NAN","NAN","2026-08-13 11:55:00","NAN","2026-08-13 11:55:00"
"2026-08-13 12:00:00",567474,0,"NAN","NAN","2026-08-13 12:00:00","NAN","2026-08-13 12:00:00"
"2026-08-13 12:05:00",567475,0,"NAN","NAN","2026-08-13 12:05:00","NAN","2026-08-13 12:05:00"
"2026-08-13 12:10:00",567476,0,"NAN","NAN","2026-08-13 12:10:00","NAN","2026-08-13 12:10:00"
"2026-08-13 12:15:00",567477,0,"NAN","NAN","2026-08-13 12:15:00","NAN","2026-08-13 12:15:00"
"2026-08-13 12:20:00",567478,0,"NAN","NAN","2026-08-13 12:20:00","NAN","2026-08-13 12:20:00"
"2026-08-13 12:25:00",567479,0,"NAN","NAN","2026-08-13 12:25:00","NAN","2026-08-13 12:25:00"
"2026-08-13 12:30:00",567480,0,"NAN","NAN","2026-08-13 12:30:00","NAN","2026-08-13 12:30:00"
"2026-08-13 12:35:00",567481,0,"NAN","NAN","2026-08-13 12:35:00","NAN","2026-08-13 12:35:00"
"2026-08-13 12:40:00",567482,0,"NAN","NAN","2026-08-13 12:40:00","NAN","2026-08-13 12:40:00"
"2026-08-13 12:45:00",567483,0,"NAN","NAN","2026-08-13 12:45:00","NAN","2026-08-13 12:45:00"
"2026-08-13 12:50:00",567484,0,"NAN","NAN","2026-08-13 12:50:00","NAN","2026-08-13 12:50:00"
"2026-08-13 12:55:00",567485,0,"NAN","NAN","2026-08-13 12:55:00","NAN","2026-08-13 12:55:00"
"2026-08-13 13:00:00",567486,0,"NAN","NAN","2026-08-13 13:00:00","NAN","2026-08-13 13:00:00"
"2026-08-13 13:05:00",567487,0,"NAN","NAN","2026-08-13 13:05:00","NAN","2026-08-13 13:05:00"
"2026-08-13 13:10:00",567488,0,"NAN","NAN","2026-08-13 13:10:00","NAN","2026-08-13 13:10:00"
"2026-08-13 13:15:00",567489,0,"NAN","NAN","2026-08-13 13:15:00","NAN","2026-08-13 13:15:00"
"2026-08-13 13:20:00",567490,0,"NAN","NAN","2026-08-13 13:20:00","NAN","2026-08-13 13:20:00"
"2026-08-13 13:25:00",567491,0,"NAN","NAN","2026-08-13 13:25:00","NAN","2026-08-13 13:25:00"
"2026-08-13 13:30:00",567492,0,"NAN","NAN","2026-08-13 13:30:00","NAN","2026-08-13 13:30:00"
"2026-08-13 13:35:00",567493,0,"NAN","NAN","2026-08-13 13:35:00","NAN","2026-08-13 13:35:00"
"2026-08-13 13:40:00",567494,0,"NAN","NAN","2026-08-13 13:40:00","NAN","2026-08-13 13:40:00"
"2026-08-13 13:45:00",567495,0,"NAN","NAN","2026-08-13 13:45:00","NAN","2026-08-13 13:45:00"
"2026-08-13 13:50:00",567496,0,"NAN","NAN","2026-08-13 13:50:00","NAN","2026-08-13 13:50:00"
"2026-08-13 13:55:00",567497,0,"NAN","NAN","2026-08-13 13:55:00","NAN","2026-08-13 13:55:00"
"2026-08-13 14:00:00",567498,0,"NAN","NAN","2026-08-13 14:00:00","NAN","2026-08-13 14:00:00"
"2026-08-13 14:05:00",567499,0,"NAN","NAN","2026-08-13 14:05:00","NAN","2026-08-13 14:05:00"
"2026-08-13 14:10:00",567500,0,"NAN","NAN","2026-08-13 14:10:00","NAN","2026-08-13 14:10:00"
"2026-08-13 14:15:00",567501,0,"NAN","NAN","2026-08-13 14:15:00","NAN","2026-08-13 14:15:00"
"2026-08-13 14:20:00",567502,0,"NAN","NAN","2026-08-13 14:20:00","NAN","2026-08-13 14:20:00"
"2026-08-13 14:25:00",567503,0,"NAN","NAN","2026-08-13 14:25:00","NAN","2026-08-13 14:25:00"
"2026-08-13 14:30:00",567504,0,"NAN","NAN","2026-08-13 14:30:00","NAN","2026-08-13 14:30:00"
"2026-08-13 14:35:00",567505,0,"NAN","NAN","2026-08-13 14:35:00","NAN","2026-08-13 14:35:00"
"2026-08-13 14:40:00",567506,0,"NAN","NAN","2026-08-13 14:40:00","NAN","2026-08-13 14:40:00"
"2026-08-13 14:45:00",567507,0,"NAN","NAN","2026-08-13 14:45:00","NAN","2026-08-13 14:45:00"
"2026-08-13 14:50:00",567508,0,"NAN","NAN","2026-08-13 14:50:00","NAN","2026-08-13 14:50:00"
"2026-08-13 14:55:00",567509,0,"NAN","NAN","2026-08-13 14:55:00","NAN","2026-08-13 14:55:00"
"2026-08-13 15:00:00",567510,0,"NAN","NAN","2026-08-13 15:00:00","NAN","2026-08-13 15:00:00"
"2026-08-13 15:05:00",567511,0,"NAN","NAN","2026-08-13 15:05:00","NAN","2026-08-13 15:05:00"
"2026-08-13 15:10:00",567512,0,"NAN","NAN","2026-08-13 15:10:00","NAN","2026-08-13 15:10:00"
"2026-08-13 15:15:00",567513,0,"NAN","NAN","2026-08-13 15:15:00","NAN","2026-08-13 15:15:00"
"2026-08-13 15:20:00",567514,0,"NAN","NAN","2026-08-13 15:20:00","NAN","2026-08-13 15:20:00"
"2026-08-13 15:25:00",567515,0,"NAN","NAN","2026-08-13 15:25:00","NAN","2026-08-13 15:25:00"
"2026-08-13 15:30:00",567516,0,"NAN","NAN","2026-08-13 15:30:00","NAN","2026-08-13 15:30:00"
"2026-08-13 15:35:00",567517,0,"NAN","NAN","2026-08-13 15:35:00","NAN","2026-08-13 15:35:00"
"2026-08-13 15:40:00",567518,0,"NAN","NAN","2026-08-13 15:40:00","NAN","2026-08-13 15:40:00"
"2026-08-13 15:45:00",567519,0,"NAN","NAN","2026-08-13 15:45:00","NAN","2026-08-13 15:45:00"
"2026-08-13 15:50:00",567520,0,"NAN","NAN","2026-08-13 15:50:00","NAN","2026-08-13 15:50:00"
"2026-08-13 15:55:00",567521,0,"NAN","NAN","2026-08-13 15:55:00","NAN","2026-08-13 15:55:00"
"2026-08-13 16:00:00",567522,0,"NAN","NAN","2026-08-13 16:00:00","NAN","2026-08-13 16:00:00"
"2026-08-13 16:05:00",567523,0,"NAN","NAN","2026-08-13 16:05:00","NAN","2026-08-13 16:05:00"
"2026-08-13 16:10:00",567524,0,"NAN","NAN","2026-08-13 16:10:00","NAN","2026-08-13 16:10:00"
"2026-08-13 16:15:00",567525,0,"NAN","NAN","2026-08-13 16:15:00","NAN","2026-08-13 16:15:00"
"2026-08-13 16:20:00",567526,0,"NAN","NAN","2026-08-13 16:20:00","NAN","2026-08-13 16:20:00"
"2026-08-13 16:25:00",567527,0,"NAN","NAN","2026-08-13 16:25:00","NAN","2026-08-13 16:25:00"
"2026-08-13 16:30:00",567528,0,"NAN","NAN","2026-08-13 16:30:00","NAN","2026-08-13 16:30:00"
"2026-08-13 16:35:00",567529,0,"NAN","NAN","2026-08-13 16:35:00","NAN","2026-08-13 16:35:00"
"2026-08-13 16:40:00",567530,0,"NAN","NAN","2026-08-13 16:40:00","NAN","2026-08-13 16:40:00"
"2026-08-13 16:45:00",567531,0,"NAN","NAN","2026-08-13 16:45:00","NAN","2026-08-13 16:45:00"
"2026-08-13 16:50:00",567532,0,"NAN","NAN","2026-08-13 16:50:00","NAN","2026-08-13 16:50:00"
"2026-08-13 16:55:00",567533,0,"NAN","NAN","2026-08-13 16:55:00","NAN","2026-08-13 16:55:00"
"2026-08-13 17:00:00",567534,0,"NAN","NAN","2026-08-13 17:00:00","NAN","2026-08-13 17:00:00"
"2026-08-13 17:05:00",567535,0,"NAN","NAN","2026-08-13 17:05:00","NAN","2026-08-13 17:05:00"
"2026-08-13 17:10:00",567536,0,"NAN","NAN","2026-08-13 17:10:00","NAN","2026-08-13 17:10:00"
"2026-08-13 17:15:00",567537,0,"NAN","NAN","2026-08-13 17:15:00","NAN","2026-08-13 17:15:00"
"2026-08-13 17:20:00",567538,0,"NAN","NAN","2026-08-13 17:20:00","NAN","2026-08-13 17:20:00"
"2026-08-13 17:25:00",567539,0,"NAN","NAN","2026-08-13 17:25:00","NAN","2026-08-13 17:25:00"
"2026-08-13 17:30:00",567540,0,"NAN","NAN","2026-08-13 17:30:00","NAN","2026-08-13 17:30:00"
"2026-08-13 17:35:00",567541,0,"NAN","NAN","2026-08-13 17:35:00","NAN","2026-08-13 17:35:00"
"2026-08-13 17:40:00",567542,0,"NAN","NAN","2026-08-13 17:40:00","NAN","2026-08-13 17:40:00"
"2026-08-13 17:45:00",567543,0,"NAN","NAN","2026-08-13 17:45:00","NAN","2026-08-13 17:45:00"
"2026-08-13 17:50:00",567544,0,"NAN","NAN","2026-08-13 17:50:00","NAN","2026-08-13 17:50:00"
"2026-08-13 17:55:00",567545,0,"NAN","NAN","2026-08-13 17:55:00","NAN","2026-08-13 17:55:00"
"2026-08-13 18:00:00",567546,0,"NAN","NAN","2026-08-13 18:00:00","NAN","2026-08-13 18:00:00"
"2026-08-13 18:05:00",567547,0,"NAN","NAN","2026-08-13 18:05:00","NAN","2026-08-13 18:05:00"
"2026-08-13 18:10:00",567548,0,"NAN","NAN","2026-08-13 18:10:00","NAN","2026-08-13 18:10:00"
"2026-08-13 18:15:00",567549,0,"NAN","NAN","2026-08-13 18:15:00","NAN","2026-08-13 18:15:00"
"2026-08-13 18:20:00",567550,0,"NAN","NAN","2026-08-13 18:20:00","NAN","2026-08-13 18:20:00"
"2026-08-13 18:25:00",567551,0,"NAN","NAN","2026-08-13 18:25:00","NAN","2026-08-13 18:25:00"
"2026-08-13 18:30:00",567552,0,"NAN","NAN","2026-08-13 18:30:00","NAN","2026-08-13 18:30:00"
"2026-08-13 18:35:00",567553,0,"NAN","NAN","2026-08-13 18:35:00","NAN","2026-08-13 18:35:00"
"2026-08-13 18:40:00",567554,0,"NAN","NAN","2026-08-13 18:40:00","NAN","2026-08-13 18:40:00"
"2026-08-13 18:45:00",567555,0,"NAN","NAN","2026-08-13 18:45:00","NAN","2026-08-13 18:45:00"
"2026-08-13 18:50:00",567556,0,"NAN","NAN","2026-08-13 18:50:00","NAN","2026-08-13 18:50:00"
"2026-08-13 18:55:00",567557,0,"NAN","NAN","2026-08-13 18:55:00","NAN","2026-08-13 18:55:00"
"2026-08-13 19:00:00",567558,0,"NAN","NAN","2026-08-13 19:00:00","NAN","2026-08-13 19:00:00"
"2026-08-13 19:05:00",567559,0,"NAN","NAN","2026-08-13 19:05:00","NAN","2026-08-13 19:05:00"
"2026-08-13 19:10:00",567560,0,"NAN","NAN","2026-08-13 19:10:00","NAN","2026-08-13 19:10:00"
"2026-08-13 19:15:00",567561,0,"NAN","NAN","2026-08-13 19:15:00","NAN","2026-08-13 19:15:00"
"2026-08-13 19:20:00",567562,0,"NAN","NAN","2026-08-13 19:20:00","NAN","2026-08-13 19:20:00"
"2026-08-13 19:25:00",567563,0,"NAN","NAN","2026-08-13 19:25:00","NAN","2026-08-13 19:25:00"
"2026-08-13 19:30:00",567564,0,"NAN","NAN","2026-08-13 19:30:00","NAN","2026-08-13 19:30:00"
"2026-08-13 19:35:00",567565,0,"NAN","NAN","2026-08-13 19:35:00","NAN","2026-08-13 19:35:00"
"2026-08-13 19:40:00",567566,0,"NAN","NAN","2026-08-13 19:40:00","NAN","2026-08-13 19:40:00"
"2026-08-13 19:45:00",567567,0,"NAN","NAN","2026-08-13 19:45:00","NAN","2026-08-13 19:45:00"
"2026-08-13 19:50:00",567568,0,"NAN","NAN","2026-08-13 19:50:00","NAN","2026-08-13 19:50:00"
"2026-08-13 19:55:00",567569,0,"NAN","NAN","2026-08-13 19:55:00","NAN","2026-08-13 19:55:00"
"2026-08-13 20:00:00",567570,0,"NAN","NAN","2026-08-13 20:00:00","NAN","2026-08-13 20:00:00"
"2026-08-13 20:05:00",567571,0,"NAN","NAN","2026-08-13 20:05:00","NAN","2026-08-13 20:05:00"
"2026-08-13 20:10:00",567572,0,"NAN","NAN","2026-08-13 20:10:00","NAN","2026-08-13 20:10:00"
"2026-08-13 20:15:00",567573,0,"NAN","NAN","2026-08-13 20:15:00","NAN","2026-08-13 20:15:00"
"2026-08-13 20:20:00",567574,0,"NAN","NAN","2026-08-13 20:20:00","NAN","2026-08-13 20:20:00"
"2026-08-13 20:25:00",567575,0,"NAN","NAN","2026-08-13 20:25:00","NAN","2026-08-13 20:25:00"
"2026-08-13 20:30:00",567576,0,"NAN","NAN","2026-08-13 20:30:00","NAN","2026-08-13 20:30:00"
"2026-08-13 20:35:00",567577,0,"NAN","NAN","2026-08-13 20:35:00","NAN","2026-08-13 20:35:00"
"2026-08-13 20:40:00",567578,0,"NAN","NAN","2026-08-13 20:40:00","NAN","2026-08-13 20:40:00"
"2026-08-13 20:45:00",567579,0,"NAN","NAN","2026-08-13 20:45:00","NAN","2026-08-13 20:45:00"
"2026-08-13 20:50:00",567580,0,"NAN","NAN","2026-08-13 20:50:00","NAN","2026-08-13 20:50:00"
"2026-08-13 20:55:00",567581,0,"NAN","NAN","2026-08-13 20:55:00","NAN","2026-08-13 20:55:00"
"2026-08-13 21:00:00",567582,0,"NAN","NAN","2026-08-13 21:00:00","NAN","2026-08-13 21:00:00"
"2026-08-13 21:05:00",567583,0,"NAN","NAN","2026-08-13 21:05:00","NAN","2026-08-13 21:05:00"
"2026-08-13 21:10:00",567584,0,"NAN","NAN","2026-08-13 21:10:00","NAN","2026-08-13 21:10:00"
"2026-08-13 21:15:00",567585,0,"NAN","NAN","2026-08-13 21:15:00","NAN","2026-08-13 21:15:00"
"2026-08-13 21:20:00",567586,0,"NAN","NAN","2026-08-13 21:20:00","NAN","2026-08-13 21:20:00"
"2026-08-13 21:25:00",567587,0,"NAN","NAN","2026-08-13 21:25:00","NAN","2026-08-13 21:25:00"
"2026-08-13 21:30:00",567588,0,"NAN","NAN","2026-08-13 21:30:00","NAN","2026-08-13 21:30:00"
"2026-08-13 21:35:00",567589,0,"NAN","NAN","2026-08-13 21:35:00","NAN","2026-08-13 21:35:00"
"2026-08-13 21:40:00",567590,0,"NAN","NAN","2026-08-13 21:40:00","NAN","2026-08-13 21:40:00"
"2026-08-13 21:45:00",567591,0,"NAN","NAN","2026-08-13 21:45:00","NAN","2026-08-13 21:45:00"
"2026-08-13 21:50:00",567592,0,"NAN","NAN","2026-08-13 21:50:00","NAN","2026-08-13 21:50:00"
"2026-08-13 21:55:00",567593,0,"NAN","NAN","2026-08-13 21:55:00","NAN","2026-08-13 21:55:00"
"2026-08-13 22:00:00",567594,0,"NAN","NAN","2026-08-13 22:00:00","NAN","2026-08-13 22:00:00"
"2026-08-13 22:05:00",567595,0,"NAN","NAN","2026-08-13 22:05:00","NAN","2026-08-13 22:05:00"
"2026-08-13 22:10:00",567596,0,"NAN","NAN","2026-08-13 22:10:00","NAN","2026-08-13 22:10:00"
"2026-08-13 22:15:00",567597,0,"NAN","NAN","2026-08-13 22:15:00","NAN","2026-08-13 22:15:00"
"2026-08-13 22:20:00",567598,0,"NAN","NAN","2026-08-13 22:20:00","NAN","2026-08-13 22:20:00"
"2026-08-13 22:25:00",567599,0,"NAN","NAN","2026-08-13 22:25:00","NAN","2026-08-13 22:25:00"
"2026-08-13 22:30:00",567600,0,"NAN","NAN","2026-08-13 22:30:00","NAN","2026-08-13 22:30:00"
"2026-08-13 22:35:00",567601,0,"NAN","NAN","2026-08-13 22:35:00","NAN","2026-08-13 22:35:00"
"2026-08-13 22:40:00",567602,0,"NAN","NAN","2026-08-13 22:40:00","NAN","2026-08-13 22:40:00"
