"TOA5","24170","CR300","24170","CR300.Std.10.02","CPU:HIDRO_DIVOBRAS_V6.CR300","36164","DIVOBRAS_HR"
"TIMESTAMP","RECORD","Chuva_Tot","Nivel","Nivel_Max","Nivel_TMx","Nivel_Min","Nivel_TMn"
"TS","RN","mm","Metros","Metros","","Metros",""
"","","Tot","Smp","Max","TMx","Min","TMn"
"2026-07-20 01:00:00",44551,0,"NAN","NAN","2026-07-20 01:00:00","NAN","2026-07-20 01:00:00"
"2026-07-20 02:00:00",44552,0,"NAN","NAN","2026-07-20 02:00:00","NAN","2026-07-20 02:00:00"
"2026-07-20 03:00:00",44553,0,"NAN","NAN","2026-07-20 03:00:00","NAN","2026-07-20 03:00:00"
"2026-07-20 04:00:00",44554,0,"NAN","NAN","2026-07-20 04:00:00","NAN","2026-07-20 04:00:00"
"2026-07-20 05:00:00",44555,0,"NAN","NAN","2026-07-20 05:00:00","NAN","2026-07-20 05:00:00"
"2026-07-20 06:00:00",44556,0,"NAN","NAN","2026-07-20 06:00:00","NAN","2026-07-20 06:00:00"
"2026-07-20 07:00:00",44557,0,"NAN","NAN","2026-07-20 07:00:00","NAN","2026-07-20 07:00:00"
"2026-07-20 08:00:00",44558,0,"NAN","NAN","2026-07-20 08:00:00","NAN","2026-07-20 08:00:00"
"2026-07-20 09:00:00",44559,0,"NAN","NAN","2026-07-20 09:00:00","NAN","2026-07-20 09:00:00"
"2026-07-20 10:00:00",44560,0,"NAN","NAN","2026-07-20 10:00:00","NAN","2026-07-20 10:00:00"
"2026-07-20 11:00:00",44561,0,"NAN","NAN","2026-07-20 11:00:00","NAN","2026-07-20 11:00:00"
"2026-07-20 12:00:00",44562,0,"NAN","NAN","2026-07-20 12:00:00","NAN","2026-07-20 12:00:00"
"2026-07-20 13:00:00",44563,0,"NAN","NAN","2026-07-20 13:00:00","NAN","2026-07-20 13:00:00"
"2026-07-20 14:00:00",44564,0,"NAN","NAN","2026-07-20 14:00:00","NAN","2026-07-20 14:00:00"
"2026-07-20 15:00:00",44565,0,"NAN","NAN","2026-07-20 15:00:00","NAN","2026-07-20 15:00:00"
"2026-07-20 16:00:00",44566,0,"NAN","NAN","2026-07-20 16:00:00","NAN","2026-07-20 16:00:00"
"2026-07-20 17:00:00",44567,0,"NAN","NAN","2026-07-20 17:00:00","NAN","2026-07-20 17:00:00"
"2026-07-20 18:00:00",44568,0,"NAN","NAN","2026-07-20 18:00:00","NAN","2026-07-20 18:00:00"
"2026-07-20 19:00:00",44569,0,"NAN","NAN","2026-07-20 19:00:00","NAN","2026-07-20 19:00:00"
"2026-07-20 20:00:00",44570,0,"NAN","NAN","2026-07-20 20:00:00","NAN","2026-07-20 20:00:00"
"2026-07-20 21:00:00",44571,0,"NAN","NAN","2026-07-20 21:00:00","NAN","2026-07-20 21:00:00"
"2026-07-20 22:00:00",44572,0,"NAN","NAN","2026-07-20 22:00:00","NAN","2026-07-20 22:00:00"
"2026-07-20 23:00:00",44573,0,"NAN","NAN","2026-07-20 23:00:00","NAN","2026-07-20 23:00:00"
"2026-07-21 00:00:00",44574,0,"NAN","NAN","2026-07-21 00:00:00","NAN","2026-07-21 00:00:00"
"2026-07-21 01:00:00",44575,0,"NAN","NAN","2026-07-21 01:00:00","NAN","2026-07-21 01:00:00"
"2026-07-21 02:00:00",44576,0,"NAN","NAN","2026-07-21 02:00:00","NAN","2026-07-21 02:00:00"
"2026-07-21 03:00:00",44577,0,"NAN","NAN","2026-07-21 03:00:00","NAN","2026-07-21 03:00:00"
"2026-07-21 04:00:00",44578,0,"NAN","NAN","2026-07-21 04:00:00","NAN","2026-07-21 04:00:00"
"2026-07-21 05:00:00",44579,0,"NAN","NAN","2026-07-21 05:00:00","NAN","2026-07-21 05:00:00"
"2026-07-21 06:00:00",44580,0,"NAN","NAN","2026-07-21 06:00:00","NAN","2026-07-21 06:00:00"
"2026-07-21 07:00:00",44581,0,"NAN","NAN","2026-07-21 07:00:00","NAN","2026-07-21 07:00:00"
"2026-07-21 08:00:00",44582,0,"NAN","NAN","2026-07-21 08:00:00","NAN","2026-07-21 08:00:00"
"2026-07-21 09:00:00",44583,0,"NAN","NAN","2026-07-21 09:00:00","NAN","2026-07-21 09:00:00"
"2026-07-21 10:00:00",44584,0,"NAN","NAN","2026-07-21 10:00:00","NAN","2026-07-21 10:00:00"
"2026-07-21 11:00:00",44585,0,"NAN","NAN","2026-07-21 11:00:00","NAN","2026-07-21 11:00:00"
"2026-07-21 12:00:00",44586,0,"NAN","NAN","2026-07-21 12:00:00","NAN","2026-07-21 12:00:00"
"2026-07-21 13:00:00",44587,0,"NAN","NAN","2026-07-21 13:00:00","NAN","2026-07-21 13:00:00"
"2026-07-21 14:00:00",44588,0,"NAN","NAN","2026-07-21 14:00:00","NAN","2026-07-21 14:00:00"
"2026-07-21 15:00:00",44589,0,"NAN","NAN","2026-07-21 15:00:00","NAN","2026-07-21 15:00:00"
"2026-07-21 16:00:00",44590,0,"NAN","NAN","2026-07-21 16:00:00","NAN","2026-07-21 16:00:00"
"2026-07-21 17:00:00",44591,0,"NAN","NAN","2026-07-21 17:00:00","NAN","2026-07-21 17:00:00"
"2026-07-21 18:00:00",44592,0,"NAN","NAN","2026-07-21 18:00:00","NAN","2026-07-21 18:00:00"
"2026-07-21 19:00:00",44593,0,"NAN","NAN","2026-07-21 19:00:00","NAN","2026-07-21 19:00:00"
"2026-07-21 20:00:00",44594,0,"NAN","NAN","2026-07-21 20:00:00","NAN","2026-07-21 20:00:00"
"2026-07-21 21:00:00",44595,0,"NAN","NAN","2026-07-21 21:00:00","NAN","2026-07-21 21:00:00"
"2026-07-21 22:00:00",44596,0,"NAN","NAN","2026-07-21 22:00:00","NAN","2026-07-21 22:00:00"
"2026-07-21 23:00:00",44597,0,"NAN","NAN","2026-07-21 23:00:00","NAN","2026-07-21 23:00:00"
"2026-07-22 00:00:00",44598,0,"NAN","NAN","2026-07-22 00:00:00","NAN","2026-07-22 00:00:00"
"2026-07-22 01:00:00",44599,0,"NAN","NAN","2026-07-22 01:00:00","NAN","2026-07-22 01:00:00"
"2026-07-22 02:00:00",44600,0,"NAN","NAN","2026-07-22 02:00:00","NAN","2026-07-22 02:00:00"
"2026-07-22 03:00:00",44601,0,"NAN","NAN","2026-07-22 03:00:00","NAN","2026-07-22 03:00:00"
"2026-07-22 04:00:00",44602,0,"NAN","NAN","2026-07-22 04:00:00","NAN","2026-07-22 04:00:00"
"2026-07-22 05:00:00",44603,8.89,"NAN","NAN","2026-07-22 05:00:00","NAN","2026-07-22 05:00:00"
"2026-07-22 06:00:00",44604,9.4,"NAN","NAN","2026-07-22 06:00:00","NAN","2026-07-22 06:00:00"
"2026-07-22 07:00:00",44605,4.318,"NAN","NAN","2026-07-22 07:00:00","NAN","2026-07-22 07:00:00"
"2026-07-22 08:00:00",44606,5.588,"NAN","NAN","2026-07-22 08:00:00","NAN","2026-07-22 08:00:00"
"2026-07-22 09:00:00",44607,1.778,"NAN","NAN","2026-07-22 09:00:00","NAN","2026-07-22 09:00:00"
"2026-07-22 10:00:00",44608,0.762,"NAN","NAN","2026-07-22 10:00:00","NAN","2026-07-22 10:00:00"
"2026-07-22 11:00:00",44609,0,"NAN","NAN","2026-07-22 11:00:00","NAN","2026-07-22 11:00:00"
"2026-07-22 12:00:00",44610,0.762,"NAN","NAN","2026-07-22 12:00:00","NAN","2026-07-22 12:00:00"
"2026-07-22 13:00:00",44611,0.762,"NAN","NAN","2026-07-22 13:00:00","NAN","2026-07-22 13:00:00"
"2026-07-22 14:00:00",44612,2.032,"NAN","NAN","2026-07-22 14:00:00","NAN","2026-07-22 14:00:00"
"2026-07-22 15:00:00",44613,2.286,"NAN","NAN","2026-07-22 15:00:00","NAN","2026-07-22 15:00:00"
"2026-07-22 16:00:00",44614,0.254,"NAN","NAN","2026-07-22 16:00:00","NAN","2026-07-22 16:00:00"
"2026-07-22 17:00:00",44615,0,"NAN","NAN","2026-07-22 17:00:00","NAN","2026-07-22 17:00:00"
"2026-07-22 18:00:00",44616,0,"NAN","NAN","2026-07-22 18:00:00","NAN","2026-07-22 18:00:00"
"2026-07-22 19:00:00",44617,0,"NAN","NAN","2026-07-22 19:00:00","NAN","2026-07-22 19:00:00"
"2026-07-22 20:00:00",44618,0,"NAN","NAN","2026-07-22 20:00:00","NAN","2026-07-22 20:00:00"
"2026-07-22 21:00:00",44619,0,"NAN","NAN","2026-07-22 21:00:00","NAN","2026-07-22 21:00:00"
"2026-07-22 22:00:00",44620,0,"NAN","NAN","2026-07-22 22:00:00","NAN","2026-07-22 22:00:00"
"2026-07-22 23:00:00",44621,0,"NAN","NAN","2026-07-22 23:00:00","NAN","2026-07-22 23:00:00"
"2026-07-23 00:00:00",44622,0,"NAN","NAN","2026-07-23 00:00:00","NAN","2026-07-23 00:00:00"
"2026-07-23 01:00:00",44623,0,"NAN","NAN","2026-07-23 01:00:00","NAN","2026-07-23 01:00:00"
"2026-07-23 02:00:00",44624,0,"NAN","NAN","2026-07-23 02:00:00","NAN","2026-07-23 02:00:00"
"2026-07-23 03:00:00",44625,0,"NAN","NAN","2026-07-23 03:00:00","NAN","2026-07-23 03:00:00"
"2026-07-23 04:00:00",44626,0,"NAN","NAN","2026-07-23 04:00:00","NAN","2026-07-23 04:00:00"
"2026-07-23 05:00:00",44627,0,"NAN","NAN","2026-07-23 05:00:00","NAN","2026-07-23 05:00:00"
"2026-07-23 06:00:00",44628,0,"NAN","NAN","2026-07-23 06:00:00","NAN","2026-07-23 06:00:00"
"2026-07-23 07:00:00",44629,0,"NAN","NAN","2026-07-23 07:00:00","NAN","2026-07-23 07:00:00"
"2026-07-23 08:00:00",44630,0,"NAN","NAN","2026-07-23 08:00:00","NAN","2026-07-23 08:00:00"
"2026-07-23 09:00:00",44631,0,"NAN","NAN","2026-07-23 09:00:00","NAN","2026-07-23 09:00:00"
"2026-07-23 10:00:00",44632,0,"NAN","NAN","2026-07-23 10:00:00","NAN","2026-07-23 10:00:00"
"2026-07-23 11:00:00",44633,0,"NAN","NAN","2026-07-23 11:00:00","NAN","2026-07-23 11:00:00"
"2026-07-23 12:00:00",44634,0,"NAN","NAN","2026-07-23 12:00:00","NAN","2026-07-23 12:00:00"
"2026-07-23 13:00:00",44635,0,"NAN","NAN","2026-07-23 13:00:00","NAN","2026-07-23 13:00:00"
"2026-07-23 14:00:00",44636,0,"NAN","NAN","2026-07-23 14:00:00","NAN","2026-07-23 14:00:00"
"2026-07-23 15:00:00",44637,0,"NAN","NAN","2026-07-23 15:00:00","NAN","2026-07-23 15:00:00"
"2026-07-23 16:00:00",44638,0,"NAN","NAN","2026-07-23 16:00:00","NAN","2026-07-23 16:00:00"
"2026-07-23 17:00:00",44639,0,"NAN","NAN","2026-07-23 17:00:00","NAN","2026-07-23 17:00:00"
"2026-07-23 18:00:00",44640,0,"NAN","NAN","2026-07-23 18:00:00","NAN","2026-07-23 18:00:00"
"2026-07-23 19:00:00",44641,0,"NAN","NAN","2026-07-23 19:00:00","NAN","2026-07-23 19:00:00"
"2026-07-23 20:00:00",44642,0,"NAN","NAN","2026-07-23 20:00:00","NAN","2026-07-23 20:00:00"
"2026-07-23 21:00:00",44643,0,"NAN","NAN","2026-07-23 21:00:00","NAN","2026-07-23 21:00:00"
"2026-07-23 22:00:00",44644,0,"NAN","NAN","2026-07-23 22:00:00","NAN","2026-07-23 22:00:00"
"2026-07-23 23:00:00",44645,0,"NAN","NAN","2026-07-23 23:00:00","NAN","2026-07-23 23:00:00"
"2026-07-24 00:00:00",44646,0,"NAN","NAN","2026-07-24 00:00:00","NAN","2026-07-24 00:00:00"
"2026-07-24 01:00:00",44647,0,"NAN","NAN","2026-07-24 01:00:00","NAN","2026-07-24 01:00:00"
"2026-07-24 02:00:00",44648,0,"NAN","NAN","2026-07-24 02:00:00","NAN","2026-07-24 02:00:00"
"2026-07-24 03:00:00",44649,0,"NAN","NAN","2026-07-24 03:00:00","NAN","2026-07-24 03:00:00"
"2026-07-24 04:00:00",44650,0,"NAN","NAN","2026-07-24 04:00:00","NAN","2026-07-24 04:00:00"
"2026-07-24 05:00:00",44651,0,"NAN","NAN","2026-07-24 05:00:00","NAN","2026-07-24 05:00:00"
"2026-07-24 06:00:00",44652,0,"NAN","NAN","2026-07-24 06:00:00","NAN","2026-07-24 06:00:00"
"2026-07-24 07:00:00",44653,0,"NAN","NAN","2026-07-24 07:00:00","NAN","2026-07-24 07:00:00"
"2026-07-24 08:00:00",44654,0,"NAN","NAN","2026-07-24 08:00:00","NAN","2026-07-24 08:00:00"
"2026-07-24 09:00:00",44655,0,"NAN","NAN","2026-07-24 09:00:00","NAN","2026-07-24 09:00:00"
"2026-07-24 10:00:00",44656,0,"NAN","NAN","2026-07-24 10:00:00","NAN","2026-07-24 10:00:00"
"2026-07-24 11:00:00",44657,0,"NAN","NAN","2026-07-24 11:00:00","NAN","2026-07-24 11:00:00"
"2026-07-24 12:00:00",44658,0,"NAN","NAN","2026-07-24 12:00:00","NAN","2026-07-24 12:00:00"
"2026-07-24 13:00:00",44659,0,"NAN","NAN","2026-07-24 13:00:00","NAN","2026-07-24 13:00:00"
"2026-07-24 14:00:00",44660,0,"NAN","NAN","2026-07-24 14:00:00","NAN","2026-07-24 14:00:00"
"2026-07-24 15:00:00",44661,0,"NAN","NAN","2026-07-24 15:00:00","NAN","2026-07-24 15:00:00"
"2026-07-24 16:00:00",44662,0,"NAN","NAN","2026-07-24 16:00:00","NAN","2026-07-24 16:00:00"
"2026-07-24 17:00:00",44663,0,"NAN","NAN","2026-07-24 17:00:00","NAN","2026-07-24 17:00:00"
"2026-07-24 18:00:00",44664,0,"NAN","NAN","2026-07-24 18:00:00","NAN","2026-07-24 18:00:00"
"2026-07-24 19:00:00",44665,0,"NAN","NAN","2026-07-24 19:00:00","NAN","2026-07-24 19:00:00"
"2026-07-24 20:00:00",44666,0,"NAN","NAN","2026-07-24 20:00:00","NAN","2026-07-24 20:00:00"
"2026-07-24 21:00:00",44667,0,"NAN","NAN","2026-07-24 21:00:00","NAN","2026-07-24 21:00:00"
"2026-07-24 22:00:00",44668,0,"NAN","NAN","2026-07-24 22:00:00","NAN","2026-07-24 22:00:00"
"2026-07-24 23:00:00",44669,0,"NAN","NAN","2026-07-24 23:00:00","NAN","2026-07-24 23:00:00"
"2026-07-25 00:00:00",44670,0,"NAN","NAN","2026-07-25 00:00:00","NAN","2026-07-25 00:00:00"
"2026-07-25 01:00:00",44671,0,"NAN","NAN","2026-07-25 01:00:00","NAN","2026-07-25 01:00:00"
"2026-07-25 02:00:00",44672,0,"NAN","NAN","2026-07-25 02:00:00","NAN","2026-07-25 02:00:00"
"2026-07-25 03:00:00",44673,0,"NAN","NAN","2026-07-25 03:00:00","NAN","2026-07-25 03:00:00"
"2026-07-25 04:00:00",44674,0,"NAN","NAN","2026-07-25 04:00:00","NAN","2026-07-25 04:00:00"
"2026-07-25 05:00:00",44675,0,"NAN","NAN","2026-07-25 05:00:00","NAN","2026-07-25 05:00:00"
"2026-07-25 06:00:00",44676,0,"NAN","NAN","2026-07-25 06:00:00","NAN","2026-07-25 06:00:00"
"2026-07-25 07:00:00",44677,0,"NAN","NAN","2026-07-25 07:00:00","NAN","2026-07-25 07:00:00"
"2026-07-25 08:00:00",44678,0,"NAN","NAN","2026-07-25 08:00:00","NAN","2026-07-25 08:00:00"
"2026-07-25 09:00:00",44679,0,"NAN","NAN","2026-07-25 09:00:00","NAN","2026-07-25 09:00:00"
"2026-07-25 10:00:00",44680,0,"NAN","NAN","2026-07-25 10:00:00","NAN","2026-07-25 10:00:00"
"2026-07-25 11:00:00",44681,0,"NAN","NAN","2026-07-25 11:00:00","NAN","2026-07-25 11:00:00"
"2026-07-25 12:00:00",44682,0,"NAN","NAN","2026-07-25 12:00:00","NAN","2026-07-25 12:00:00"
"2026-07-25 13:00:00",44683,0,"NAN","NAN","2026-07-25 13:00:00","NAN","2026-07-25 13:00:00"
"2026-07-25 14:00:00",44684,0,"NAN","NAN","2026-07-25 14:00:00","NAN","2026-07-25 14:00:00"
"2026-07-25 15:00:00",44685,0,"NAN","NAN","2026-07-25 15:00:00","NAN","2026-07-25 15:00:00"
"2026-07-25 16:00:00",44686,0,"NAN","NAN","2026-07-25 16:00:00","NAN","2026-07-25 16:00:00"
"2026-07-25 17:00:00",44687,0,"NAN","NAN","2026-07-25 17:00:00","NAN","2026-07-25 17:00:00"
"2026-07-25 18:00:00",44688,0,"NAN","NAN","2026-07-25 18:00:00","NAN","2026-07-25 18:00:00"
"2026-07-25 19:00:00",44689,0,"NAN","NAN","2026-07-25 19:00:00","NAN","2026-07-25 19:00:00"
"2026-07-25 20:00:00",44690,0,"NAN","NAN","2026-07-25 20:00:00","NAN","2026-07-25 20:00:00"
"2026-07-25 21:00:00",44691,0,"NAN","NAN","2026-07-25 21:00:00","NAN","2026-07-25 21:00:00"
"2026-07-25 22:00:00",44692,0,"NAN","NAN","2026-07-25 22:00:00","NAN","2026-07-25 22:00:00"
"2026-07-25 23:00:00",44693,0,"NAN","NAN","2026-07-25 23:00:00","NAN","2026-07-25 23:00:00"
"2026-07-26 00:00:00",44694,0,"NAN","NAN","2026-07-26 00:00:00","NAN","2026-07-26 00:00:00"
"2026-07-26 01:00:00",44695,0,"NAN","NAN","2026-07-26 01:00:00","NAN","2026-07-26 01:00:00"
"2026-07-26 02:00:00",44696,0,"NAN","NAN","2026-07-26 02:00:00","NAN","2026-07-26 02:00:00"
"2026-07-26 03:00:00",44697,0,"NAN","NAN","2026-07-26 03:00:00","NAN","2026-07-26 03:00:00"
"2026-07-26 04:00:00",44698,0,"NAN","NAN","2026-07-26 04:00:00","NAN","2026-07-26 04:00:00"
"2026-07-26 05:00:00",44699,0,"NAN","NAN","2026-07-26 05:00:00","NAN","2026-07-26 05:00:00"
"2026-07-26 06:00:00",44700,0,"NAN","NAN","2026-07-26 06:00:00","NAN","2026-07-26 06:00:00"
"2026-07-26 07:00:00",44701,0,"NAN","NAN","2026-07-26 07:00:00","NAN","2026-07-26 07:00:00"
"2026-07-26 08:00:00",44702,0,"NAN","NAN","2026-07-26 08:00:00","NAN","2026-07-26 08:00:00"
"2026-07-26 09:00:00",44703,0,"NAN","NAN","2026-07-26 09:00:00","NAN","2026-07-26 09:00:00"
"2026-07-26 10:00:00",44704,0,"NAN","NAN","2026-07-26 10:00:00","NAN","2026-07-26 10:00:00"
"2026-07-26 11:00:00",44705,0,"NAN","NAN","2026-07-26 11:00:00","NAN","2026-07-26 11:00:00"
"2026-07-26 12:00:00",44706,0,"NAN","NAN","2026-07-26 12:00:00","NAN","2026-07-26 12:00:00"
"2026-07-26 13:00:00",44707,0,"NAN","NAN","2026-07-26 13:00:00","NAN","2026-07-26 13:00:00"
"2026-07-26 14:00:00",44708,0,"NAN","NAN","2026-07-26 14:00:00","NAN","2026-07-26 14:00:00"
"2026-07-26 15:00:00",44709,0,"NAN","NAN","2026-07-26 15:00:00","NAN","2026-07-26 15:00:00"
"2026-07-26 16:00:00",44710,0,"NAN","NAN","2026-07-26 16:00:00","NAN","2026-07-26 16:00:00"
"2026-07-26 17:00:00",44711,0,"NAN","NAN","2026-07-26 17:00:00","NAN","2026-07-26 17:00:00"
"2026-07-26 18:00:00",44712,0,"NAN","NAN","2026-07-26 18:00:00","NAN","2026-07-26 18:00:00"
"2026-07-26 19:00:00",44713,0,"NAN","NAN","2026-07-26 19:00:00","NAN","2026-07-26 19:00:00"
"2026-07-26 20:00:00",44714,0,"NAN","NAN","2026-07-26 20:00:00","NAN","2026-07-26 20:00:00"
"2026-07-26 21:00:00",44715,0,"NAN","NAN","2026-07-26 21:00:00","NAN","2026-07-26 21:00:00"
"2026-07-26 22:00:00",44716,0,"NAN","NAN","2026-07-26 22:00:00","NAN","2026-07-26 22:00:00"
"2026-07-26 23:00:00",44717,0,"NAN","NAN","2026-07-26 23:00:00","NAN","2026-07-26 23:00:00"
"2026-07-27 00:00:00",44718,0,"NAN","NAN","2026-07-27 00:00:00","NAN","2026-07-27 00:00:00"
"2026-07-27 01:00:00",44719,0,"NAN","NAN","2026-07-27 01:00:00","NAN","2026-07-27 01:00:00"
"2026-07-27 02:00:00",44720,0,"NAN","NAN","2026-07-27 02:00:00","NAN","2026-07-27 02:00:00"
"2026-07-27 03:00:00",44721,0,"NAN","NAN","2026-07-27 03:00:00","NAN","2026-07-27 03:00:00"
"2026-07-27 04:00:00",44722,0,"NAN","NAN","2026-07-27 04:00:00","NAN","2026-07-27 04:00:00"
"2026-07-27 05:00:00",44723,0,"NAN","NAN","2026-07-27 05:00:00","NAN","2026-07-27 05:00:00"
"2026-07-27 06:00:00",44724,0,"NAN","NAN","2026-07-27 06:00:00","NAN","2026-07-27 06:00:00"
"2026-07-27 07:00:00",44725,0,"NAN","NAN","2026-07-27 07:00:00","NAN","2026-07-27 07:00:00"
"2026-07-27 08:00:00",44726,0,"NAN","NAN","2026-07-27 08:00:00","NAN","2026-07-27 08:00:00"
"2026-07-27 09:00:00",44727,0,"NAN","NAN","2026-07-27 09:00:00","NAN","2026-07-27 09:00:00"
"2026-07-27 10:00:00",44728,0,"NAN","NAN","2026-07-27 10:00:00","NAN","2026-07-27 10:00:00"
"2026-07-27 11:00:00",44729,0,"NAN","NAN","2026-07-27 11:00:00","NAN","2026-07-27 11:00:00"
"2026-07-27 12:00:00",44730,0,"NAN","NAN","2026-07-27 12:00:00","NAN","2026-07-27 12:00:00"
"2026-07-27 13:00:00",44731,0,"NAN","NAN","2026-07-27 13:00:00","NAN","2026-07-27 13:00:00"
"2026-07-27 14:00:00",44732,0,"NAN","NAN","2026-07-27 14:00:00","NAN","2026-07-27 14:00:00"
"2026-07-27 15:00:00",44733,0,"NAN","NAN","2026-07-27 15:00:00","NAN","2026-07-27 15:00:00"
"2026-07-27 16:00:00",44734,0,"NAN","NAN","2026-07-27 16:00:00","NAN","2026-07-27 16:00:00"
"2026-07-27 17:00:00",44735,0,"NAN","NAN","2026-07-27 17:00:00","NAN","2026-07-27 17:00:00"
"2026-07-27 18:00:00",44736,0,"NAN","NAN","2026-07-27 18:00:00","NAN","2026-07-27 18:00:00"
"2026-07-27 19:00:00",44737,0,"NAN","NAN","2026-07-27 19:00:00","NAN","2026-07-27 19:00:00"
"2026-07-27 20:00:00",44738,0,"NAN","NAN","2026-07-27 20:00:00","NAN","2026-07-27 20:00:00"
"2026-07-27 21:00:00",44739,0,"NAN","NAN","2026-07-27 21:00:00","NAN","2026-07-27 21:00:00"
"2026-07-27 22:00:00",44740,0,"NAN","NAN","2026-07-27 22:00:00","NAN","2026-07-27 22:00:00"
"2026-07-27 23:00:00",44741,0,"NAN","NAN","2026-07-27 23:00:00","NAN","2026-07-27 23:00:00"
"2026-07-28 00:00:00",44742,0,"NAN","NAN","2026-07-28 00:00:00","NAN","2026-07-28 00:00:00"
"2026-07-28 01:00:00",44743,0,"NAN","NAN","2026-07-28 01:00:00","NAN","2026-07-28 01:00:00"
"2026-07-28 02:00:00",44744,0,"NAN","NAN","2026-07-28 02:00:00","NAN","2026-07-28 02:00:00"
"2026-07-28 03:00:00",44745,0,"NAN","NAN","2026-07-28 03:00:00","NAN","2026-07-28 03:00:00"
"2026-07-28 04:00:00",44746,0,"NAN","NAN","2026-07-28 04:00:00","NAN","2026-07-28 04:00:00"
"2026-07-28 05:00:00",44747,0,"NAN","NAN","2026-07-28 05:00:00","NAN","2026-07-28 05:00:00"
"2026-07-28 06:00:00",44748,0,"NAN","NAN","2026-07-28 06:00:00","NAN","2026-07-28 06:00:00"
"2026-07-28 07:00:00",44749,0,"NAN","NAN","2026-07-28 07:00:00","NAN","2026-07-28 07:00:00"
"2026-07-28 08:00:00",44750,0,"NAN","NAN","2026-07-28 08:00:00","NAN","2026-07-28 08:00:00"
"2026-07-28 09:00:00",44751,0,"NAN","NAN","2026-07-28 09:00:00","NAN","2026-07-28 09:00:00"
"2026-07-28 10:00:00",44752,0,"NAN","NAN","2026-07-28 10:00:00","NAN","2026-07-28 10:00:00"
"2026-07-28 11:00:00",44753,0,"NAN","NAN","2026-07-28 11:00:00","NAN","2026-07-28 11:00:00"
"2026-07-28 12:00:00",44754,0,"NAN","NAN","2026-07-28 12:00:00","NAN","2026-07-28 12:00:00"
"2026-07-28 13:00:00",44755,0,"NAN","NAN","2026-07-28 13:00:00","NAN","2026-07-28 13:00:00"
"2026-07-28 14:00:00",44756,0,"NAN","NAN","2026-07-28 14:00:00","NAN","2026-07-28 14:00:00"
"2026-07-28 15:00:00",44757,0,"NAN","NAN","2026-07-28 15:00:00","NAN","2026-07-28 15:00:00"
"2026-07-28 16:00:00",44758,0,"NAN","NAN","2026-07-28 16:00:00","NAN","2026-07-28 16:00:00"
"2026-07-28 17:00:00",44759,0,"NAN","NAN","2026-07-28 17:00:00","NAN","2026-07-28 17:00:00"
"2026-07-28 18:00:00",44760,0,"NAN","NAN","2026-07-28 18:00:00","NAN","2026-07-28 18:00:00"
"2026-07-28 19:00:00",44761,0,"NAN","NAN","2026-07-28 19:00:00","NAN","2026-07-28 19:00:00"
"2026-07-28 20:00:00",44762,0,"NAN","NAN","2026-07-28 20:00:00","NAN","2026-07-28 20:00:00"
"2026-07-28 21:00:00",44763,0,"NAN","NAN","2026-07-28 21:00:00","NAN","2026-07-28 21:00:00"
"2026-07-28 22:00:00",44764,0,"NAN","NAN","2026-07-28 22:00:00","NAN","2026-07-28 22:00:00"
"2026-07-28 23:00:00",44765,0,"NAN","NAN","2026-07-28 23:00:00","NAN","2026-07-28 23:00:00"
"2026-07-29 00:00:00",44766,0,"NAN","NAN","2026-07-29 00:00:00","NAN","2026-07-29 00:00:00"
"2026-07-29 01:00:00",44767,0,"NAN","NAN","2026-07-29 01:00:00","NAN","2026-07-29 01:00:00"
"2026-07-29 02:00:00",44768,0,"NAN","NAN","2026-07-29 02:00:00","NAN","2026-07-29 02:00:00"
"2026-07-29 03:00:00",44769,0,"NAN","NAN","2026-07-29 03:00:00","NAN","2026-07-29 03:00:00"
"2026-07-29 04:00:00",44770,0,"NAN","NAN","2026-07-29 04:00:00","NAN","2026-07-29 04:00:00"
"2026-07-29 05:00:00",44771,0,"NAN","NAN","2026-07-29 05:00:00","NAN","2026-07-29 05:00:00"
"2026-07-29 06:00:00",44772,0,"NAN","NAN","2026-07-29 06:00:00","NAN","2026-07-29 06:00:00"
"2026-07-29 07:00:00",44773,0,"NAN","NAN","2026-07-29 07:00:00","NAN","2026-07-29 07:00:00"
"2026-07-29 08:00:00",44774,0,"NAN","NAN","2026-07-29 08:00:00","NAN","2026-07-29 08:00:00"
"2026-07-29 09:00:00",44775,0.762,"NAN","NAN","2026-07-29 09:00:00","NAN","2026-07-29 09:00:00"
"2026-07-29 10:00:00",44776,8.38,"NAN","NAN","2026-07-29 10:00:00","NAN","2026-07-29 10:00:00"
"2026-07-29 11:00:00",44777,2.286,"NAN","NAN","2026-07-29 11:00:00","NAN","2026-07-29 11:00:00"
"2026-07-29 12:00:00",44778,0.508,"NAN","NAN","2026-07-29 12:00:00","NAN","2026-07-29 12:00:00"
"2026-07-29 13:00:00",44779,0.254,"NAN","NAN","2026-07-29 13:00:00","NAN","2026-07-29 13:00:00"
"2026-07-29 14:00:00",44780,0,"NAN","NAN","2026-07-29 14:00:00","NAN","2026-07-29 14:00:00"
"2026-07-29 15:00:00",44781,0,"NAN","NAN","2026-07-29 15:00:00","NAN","2026-07-29 15:00:00"
"2026-07-29 16:00:00",44782,0,"NAN","NAN","2026-07-29 16:00:00","NAN","2026-07-29 16:00:00"
"2026-07-29 17:00:00",44783,0,"NAN","NAN","2026-07-29 17:00:00","NAN","2026-07-29 17:00:00"
